Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
343-DB,ELANCO COLOMBIA S.A.S.,VIGENTE,BELAMYL-R,"Cada mL de solución inyectable después de reconstituir el frasco Vial A con el frasco Vial B contiene:

Vitamina B1 (Tiamina clorhidrato) 
Vitamina B2 (Riboflavina-5-fosfato) 
Nicotinamida
Vitamina B12 (Cianocobalamina)

Presentaciones
Vial A
Vitamina B1 (Tiamina clorhidrato) 
Vitamina B2 (Riboflavina-5-fosfato) 
Nicotinamida
Vial B
Vitamina B12 (Cianocobalamina)","





10 mg.
3 mg.
100 mg.
50 mcg.

10, y 50 mL   100, 250 y 500 mL

12,5 mg            10,205 mg
3,75 mg              3,062 mg
125 mg           102,042 mg

250 mcg              2500 mcg

","En bovinos, equinos, porcinos y perros para el tratamiento de las anemias normocíticas y macrocíticas o megaloblásticas y normocrómicas.",Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No administrar en animales con antecedentes de hipersensibilidad a los ingredientes activos. No almacenar a temperatura superior a 30°C. Evitar la congelación.,AKRON PARENTARALS PRIVATE LTD.,India.,ELANCO COLOMBIA S.A.S.,"Caja plegadiza que contiene 12 frascos de vidrio ámbar Tipo I con tapón de bromobutilo de 20 mm o 32 mm y agrafe gris de aluminio
(Vial A con 8 mL) y 12 frascos de vidrio ámbar Tipo I con tapón gris de bromobutilo de 20 mm o 32 mm y agrafe gris de aluminio (Vial
B con 2 mL) por 10 mL.
Caja plegadiza que contiene 1 frasco de vidrio ámbar Tipo I con tapón de bromobutilo de 20 mm o 32 mm y agrafe gris de aluminio
(Vial A con 40 mL) y 1 frasco de vidrio ámbar Tipo I con tapón gris de bromobutilo de 20 mm o 32 mm y agrafe gris de aluminio (Vial B
con 10 mL) por 50 mL o 100 mL (Vial A con 98 mL y Vial B con 2 mL) o 250 mL (Vial A con 245 mL y Vial B con 5 mL) o 500 mL (Vial
A con 490 mL y Vial B con 10 mL)._x000D_","Bovinos, Caninos, Equinos, Ovinos y Porcinos.",No aplica.,Vitaminas y minerales,VIGENTE,EXTRANJERO (Importado)
366-DB,MERIAL COLOMBRIA S.A,VIGENTE,AMPROLSOL 20% POLVO SOLUBLE,"_x000D_
Cada 100 g contiene:_x000D_
_x000D_
Amprolio ","_x000D_
_x000D_
_x000D_
20 g","En pollos, pollas, ponedoras, reproductoras y pavos para el tratamiento de brotes de coccidiosis ocasionados por: Eimeria tenella, E. necatrix, E. acervulina, E. brunetti.",Uso veterinario. Manténgase fuera del alcance de los niños ,No informa.,No informa.,No informa.,"Sobres en bolsa de aluminio-polietileno por 30 gramos_x000D_
Envase de hojalata por 1 kg",Aves,No informa,Antiprotozoos,VIGENTE,EXTRANJERO (Importado)
375-DB,MALLINCKRODT VET S.A.,VIGENTE,MARCA FRIA,"
Alquitrán
Soda caústica 90° TW
Sulfuro de Bario","_x000D_
50%p/p_x000D_
35%p/p_x000D_
15%p/p",Liquido caustico para marcar el ganado por efecto de depilación en frio,"Este preparado ejerce acción caustica sobre la piel. Si los brazos o manos del operador entregan en contacto con el producto, las paredes afectadas deben lavarse inmediatamente con bastante agua y jabón, aplicando luego por un periodo breve una empapada de vinagre. Uso veterinario. Manténgase fuera del alcance de los niños.",No informa.,No informa.,No informa.,Latas que contienen una libra.,No aplica.,No informa,,VIGENTE,EXTRANJERO (Importado)
385-DB,"TRIALES FARMACEUTICOS ECUATORIANOS ""LIFE""",VIGENTE,CARDINOL,"_x000D_
Cada 5 ml contienen:_x000D_
_x000D_
Salicilato de sodio_x000D_
Cafeína_x000D_
","_x000D_
_x000D_
_x000D_
0,42 g_x000D_
0,39 g","Estimulante cardiaco y respiratorio en bovinos, equinos, porcinos, caninos y gatos.",Manténgase fuera del alcance de los niños. Uso veterinario ,No informa.,No informa.,No informa.,Caja de cartón conteniendo 3 ampollas por 5 mL,"Bovinos, equinos, Porcinos, Caninos y Gatos",No informa,,VIGENTE,EXTRANJERO (Importado)
393-DB,LABORATORIOS ZOO S.A.S.,VIGENTE,PIPERRACINA-ZOO TABLETAS,"Cada tableta contiene:

Piperazina diclorhidrato (equivalente a piperazina base 80,43 mg) ","
148,52 mg","En perros y gatos para el tratamiento de Toxocara canis, Toxocara cati y Toxascaris leonina.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domesticos. Evitar suministrar a animales con insuficiencia renal o hepática severa, debido a la posible acumulación del fármaco. No emplear en animales con hipomotilidad intestinal. No administrar en animales caquécticos, debilitados o gravemente enfermos. Contraindicado en casos de hipersensibilidad conocida a la piperazina o a compuestos relacionados. No utilizar concomitantemente con derivados organofosforados (dichlorvos, coumaphos, trichlorfon, chlorpyrifos), ni en animales que hayan recibido recientemente este tipo de antiparasitarios o usen collares antipúlgas que contengan esos componentes. Conservar dentro de su empaque, protegido de la luz, a una temperatura inferior a 30°C. ",QUIBI S.A. EN REESTRUCTURACIÓN / LABORATORIOS FARMACÉUTICOS & NUTRICIONALES S.A.S.,Colombia.,No informa.,"Caja plegadiza que contiene 1, 3 o 32 blísteres en foil de aluminio/PVC/PVdC transparente termosella por 10 tabletas cada uno.",Caninos y Felinos.,No aplica.,Antihelmínticos,VIGENTE,COLOMBIA (Fabricado Nacional)
417-DB,VIRBAC COLOMBIA LTDA,VIGENTE,REASTEN VET,"
Cada 100 g. de garulado contienen:

Sulfadiazina micronizada (2-(p-amino benzol sulfamido) pirimidina)
Fosfato bicálcico anhidro USP (Ca: 19,912; P: 15,383 g)","


30 g.
67,59 g.",En bovinos y equinos adultos para el tratamiento de deficiencias de calcio y fósforo. En caninos para trastornos de la senilidad.,"Uso Veterinario. Manténgase fuera del alcance de los niños. Venta bajo fórmula del Médico Veterinario. Consérvese en un lugar fresco, seco y protegido de la luz.",No informa.,No informa.,No informa.,"Caja en maule que contiene 25 sobres en prolam 200 por 5 gramos cada uno. Caja en maule por 750 gramos en papel prilam 200. Sobre por 1, 2, 5, 10, 20 y 25 kilogramos en papel prolam 200.","Bovinos, Caninos y Equinos.",No informa.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
428-DB,ELI LILLY INTERAMERICANA INC.,VIGENTE,HYGROMIX,"
Cada kg contiene:

Higromicina B","_x000D_
_x000D_
_x000D_
17,6 g_x000D_
","En aves de reemplazo, ponedoras y reproductoras para el control de infestación ocasionadas por Ascaridia galli, Heterakis gallinarus y Capillaria obsignata. En porcinos en crecimiento de hembras de cria para el control de infestaciones ocasionadas por Ascaridia suum, Oesophagostomum dentatum, Trichuris suis.",Los cerdos tratados no deben sacrificarse para consumo humano hasta 3 días después de finalizado el tratamiento. Manténgase fuera del alcance de los niños. Uso veterinario.,No informa.,No informa.,No informa.,Bolsas de polietileno y de papel por 25 kilogramos,Aves y Porcinos,Carne: 3 días,Antibióticos,VIGENTE,EXTRANJERO (Importado)
432-DB,TECNOQUÍMICAS S.A.,VIGENTE,HIERRO DEXTRAN,"
Cada mL. de solución inyectable contiene:

Hierro elemental (como complejo de hierro dextran)","


100 mg.",En lechones para el tratamiento  de anemia ocasionada por deficiencia de hierro.,Uso veterinario. Manténgase fuera del alcance de los niños. Almacenar a temperatura inferior a 30°C. Protéjase de la luz. Venta bajo fórmula de Médico Veterinario., TECNOQUIMICAS S.A,Colombia.,No aplica.,"Frasco en vidrio ámbar tipo II por 10, 50 y 100 mL_x000D_
Caja por 25 frascos por 10 mL",Porcinos,No informa,Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
445-DB,"INDUSTRIALES Y FARMACEUTICOS ECUATORIANOS ""LIFE""",VIGENTE,SULFANTIPESTINA (INYECTABLE),"Cada 100 mL contienen:

Sulfadimidina sódica","_x000D_
_x000D_
_x000D_
33,3 g","En bovinos, equinos, ovinos, porcinos, caninos y aves para el tratamiento de infecciones causadas por: Haemophilus sp., Pasteurella sp.,  Fusobacterium sp., Escherichia coli, Shigella sp.,  proteus sp., Aerobacter sp., Klebsiella sp., Streptococcus sp., Staphylococcus sp., Actinobacillus sp., Corynebacterium sp., Actinomyces sp., Bordetella sp.","Uso veterinario. Manténgase fuera del alcance de los niños.  Venta por prescripción del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano  hasta 10 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 96 horas después de finalizado el mismo, no debe darse al consumo humano.",No informa.,No informa.,No informa.,"Frascos por 50, 100 y 500 mL","Aves, Bovinos, Caninos, Equinos, Ovinos y Porcinos. ","Carne: 10 días_x000D_
Leche: 96 horas ",Antibióticos,VIGENTE,EXTRANJERO (Importado)
463-DB,VECOL S.A.,VIGENTE,SULFAMETAZINA INYECTABLE,"Cada mL de solución inyectable contiene:

Sulfametazina sódica","

250 mg","En bovinos, porcinos, ovinos y perros para el tratamiento de infecciones ocasionadas por Fusobacterium spp., Escherichia coli (cepas no resistentes), Streptococcus spp., Pasteurella spp.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los bovinos y porcinos tratados no deben sacrificarse para consumo humano, hasta diez (10) días después de finalizado el tratamiento. Los ovinos tratados no deben sacrificarse para consumo humano hasta quince (15) días después de finalizado el tratamiento. No administrar a vacas en producción cuya leche sea destinada al consumo humano. No usar en casos de hipersensibilidad conocida a las sulfonamidas o algún excipiente. No usar en animales con insuficiencia hepática o renal. No usar en animales con discrasias sanguíneas. Por vía intramuscular y subcutánea puede presentarse irritación e inflamación indeseable de tipo pasajero, por lo que se recomienda aplicar por vía intravenosa. No se recomienda el uso del producto durante la gestación y lactancia. No administrar con ácido para-aminobenzóico (PABA), sus derivados ni con sustancias que aporten o liberen PABA. No administrar con anticoagulantes orales o acidificantes urinarios. Las sulfonamidas pueden interactuar con otros fármacos tales como la warfarina, metenamina, dapsona y etodolac. Las sulfonamidas pueden aumentar los efectos adversos ocasionados por el metotrexato y pirimetamina. También ocasiona un aumento en el metabolismo de la ciclosporina. Conservar a una temperatura inferior a 30°C y protegido de la luz.",VECOL S.A. / LABORATORIOS ERMA S.A.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco en polipropileno con tapón gris de butilo y agrafe de aluminio por 50, 100, 250 o 500 mL.","Bovinos, Caninos, Ovinos y Porcinos.","Carne bovinos y porcinos: 10 días.
Carne ovinos: 15 días.
Leche: No administrar.",Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
468-DB,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A. - ""VECOL S.A.""",VIGENTE,CARBACHOL,"
Cada 100 mL. de solución inyectable contienen:

Cloruro de Carbamilcolina","


0,1 g.","En bovinos, equinos, porcinos, ovinos, caninos y gatos como colinérgico y estimulante del sistema parasimpático. uso a criterio del médico veterinario.","Consérvese en lugar fresco, seco y protegido de la luz. No administrar por vía intravenosa. No administrar a hembras gestantes. Venta bajo fórmula del Médico Veterinario. Manténgase fuera del alcance de los niños. Uso Veterinario.",VECOL S.A.,Colombia.,No aplica.,Frasco de vidrio tipo I por 10 mL. Caja individual y caja por 12 frascos de 10 mL.,"Bovinos, Equinos, Porcinos, Ovinos, Caninos y Felinos",No aplica.,Otros medicamentos del sistema digestivo,VIGENTE,COLOMBIA (Fabricado Nacional)
477-DB,INDUSTRIAS MARAVEDI Y COMPAÑÍA LTDA.,VIGENTE,GOTAS MERIS,"
Cada mL. de solución oral contiene:

Sulfametazina sódica","


125 mg.","En aves para el tratamiento de infecciones ocasionadas por Streptococcus sp., Staphylococcus sp., Actinobacillus sp., Pasteurella sp., Fusobacterium sp., Campylobacter sp., Haemophilus sp., Corynebacterium sp., Escherichia coli, Shigella sp., Bordetella sp., Actinomyces sp., y Coccidias.",Los animales tratados no deben sacrificarse para consumo humano hasta 10 días después de finalizado el tratamiento. Venta bajo fórmula del Médico Veterinario. Manténgase fuera del alcance de los niños. Uso veterinario.,QOPPA PHARMA S.A.S.,Colombia.,No aplica.,Frasco PEBD por 30 y 60 ml.,Aves,Carne: 10 días,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
496-DB,"LABORATORIO AVI-MEX, S.A DE C.V",VIGENTE,FX SOLUCION ORAL ,"Cada mL. contiene:

Penicilina G. Procainica
Penicilina G. Potasica
Estearato de Aluminio","

225.000 U.I
75.000 U.I
15 mg.","En bovinos, ovinos, equinos, porcinos, caninos, felinos y aves para el tratamiento de las enfermedades infecciosas causadas por: Streptococcus sp, Staphylococcus sp., Bacillus anthrasis, Leptospira s.p., Erysipelotrix s.p., Pneumococcus, Corynebacterium s.p., Clostridium s.p., Actinomyces s.p., Fusobacterium s.p.",Los animales tratados no deben sacrificarse para el consumo humano hasta 30 días después de finalizado el tratamiento. La leche producida durante el tratamiento y seis días después de finalizado el mismo no debe darse al consumo humano. Uso veterinario. Venta por prescripción del Médico Veterinario. Manténgase fuera del alcance de los niños.,AVI-MEX S.A,México.,No informa.,Frascos por 4.000.000 y 8.000.000 U.I.,"Aves, Bovinos, Caninos, Equinos, Felinos, Ovinos y Porcinos.","Carne: 30 días
Leche: 6 días",Antibióticos,VIGENTE,EXTRANJERO (Importado)
497-DB,ELANCO COLOMBIA S.A.S.,VIGENTE,CALFON ADICIONADO CON MAGNESIO,"Cada 100 mL de solución inyectable contienen:

Gluconato de Calcio (Calcio: 2,32 g)
Cloruro de Magnesio (Magnesio: 0,71 g)
Butafosfan (Ácido (1-(butilamino)-1 metiletil)fosfónico)(Fósforo: 0,069 g)","_x000D_
_x000D_
_x000D_
25 g_x000D_
6 g_x000D_
0,4 g","En bovinos, equinos, ovinos, porcinos y perros para el tratamiento de hipocalcemias: Fiebre de la leche o eclampsia, Tetania del transporte. Antes de utilizar el producto se recomienda calentar a temperatura corporal.",Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Consulte al Médico Veterinario. No administrar en animales con afecciones cardíacas. Conservar a una temperatura inferior a 25°C.,"Elanco Animal Health Korea Co., Ltd.",República de Corea.,ELANCO COLOMBIA S.A.S.,Frascos en Polipropileno por 250 o 500 mL.Caja plegadiza por 250 mL o 500 mL,"Bovinos, Caninos Equinos, Ovinos, Porcinos ",No aplica.,Minerales,VIGENTE,EXTRANJERO (Importado)
504-DB,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A.""VECOL S.A.""",VIGENTE,GLUCONATO DE CALCIO ,"
Cada mililitro de solución inyectable contiene:

Gluconato de calcio","


200 mg.","En el tratamiento de hipocalcemias, fiebre de leche, eclampsia puerperal y como coadyuvante en el tratamiento de raquitismo y osteomalacia en bovinos, ovinos, equinos, porcinos y caninos.",Por requerirse volúmenes grandes es preferible usar la vía intravenosa lenta. La frecuencia del tratamiento depende del criterio del Médico Veterinario. Manténgase fuera del alcance de los niños. Uso veterinario.,No informa. ,Colombia.,No aplica.,"Frasco plástico en polipropileno por 100, 25 y 500 mL","Bovinos, Caninos, Equinos, Ovinos y Porcinos.",No informa,Minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
522-DB,EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A. VECOL S.A.,VIGENTE,VITARSAN INYECTABLE ,"Cada  mL de solución inyectable contiene:

Cacodilato de sodio (Arsénico: 14 mg)
Glicerofosfato de sodio","

40 mg
113 mg",En equinos como coadyuvante en el tratamiento de babesiosis por Babesia caballi y Theileria (babesia) equi.,"No administrar a equinos destinados al consumo humano. Uso veterinario. Manténgase fuera del alcance de los niños. Consérvese en sitio fresco, seco y al abrigo de la luz.",VECOL S.A,Colombia.,No aplica.,Frascos de vidrio ámbar tipo III por 50 mL,Equinos.,No administrar a equinos,Antiprotozoos,VIGENTE,COLOMBIA (Fabricado Nacional)
549-DB,TECNOQUÍMICAS S.A.,VIGENTE,VETERBIÓTICO,"
Cada  mL. de producto reconstituido contiene:

Penicilina G potásica a cristalina 
Penicilina G procaínica  cristaliana
","


100.000 U.l
300.000 U.l","En bovinos, equinos, porcinos, ovinos y caninos  para el tratamiento de infecciones producidas por Staphylococcus sp., Streptococcus sp., Bacillus anthracis, Erysipeloythrix sp., Corynebacterium sp., Clostridium sp., Fusobacterium sp., listeria sp., Nocardia sp., Actinomyces sp., Actinobacillus sp., Leptospira sp.",Uso veterinario. Manténgase fuera del alcance de los niños. Venta bajo formula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta 10 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 72 horas después de finalizado el mismo no debe darse al consumo humano. Almacenar a temperatura inferior a 30°c. Una vez reconstituido el producto debe utilizarse en su totalidad.,VITROFARMA S.A,Colombia.,No aplica.,"Frasco ampolla de vidrio transparente tipo III por 4.000.000Ul de penicilinas totales y 1 ampolla en PEBD con agua estéril po 10 mL._x000D_
Frasco ampolla de vidrio ámbar por 8.000.000 Ul de penicilinas totales y 2 ampolas en PEBD con agua estéril cada una por 10 mL","Bovinos, Equinos, Porcinos, Ovinos y Caninos","Carne: 10 días_x000D_
Leche: 72 horas",,VIGENTE,COLOMBIA (Fabricado Nacional)
553-DB,LABORATORIOS LAVERLAM S.A,VIGENTE,BRUCELL-VAC,"_x000D_
Cada dosis de 2 mL contiene:_x000D_
_x000D_
Brucella abortus cepa 19_x000D_
","_x000D_
_x000D_
minimo 20x10",En terneras de 3 a 8 meses de edad como prevenciín de la brucelosis,Uso veterinario. Manténgase fuera del alcamce de los niños. Conservar entre 3 y 8°C. Prohibido vacunar machos de cualquier edad. Prohibido vacunar hembras mayores de 8 meses de edad.,No informa.,Colombia.,No aplica. ,"Fracción liofilizda en frascos de vidrio tipo I por2, 5, 10, 15, 20, 30, 50 y 100 dosis. Diluyente AGUA ESTÉRIL en frascos de vidrio tipi I con 5, 10, 20, 30, 40, 100 y 200 mL respectivamente. Alternativamente el diluyente AGUA ESTÉROIL en PEBD con 5, 10, 20, 50, 100 y 500 mL",Bovinos,,,VIGENTE,COLOMBIA (Fabricado Nacional)
