tipo_documento,numero_documento,raz_n_social,pa_s,departamento_estado,ciudad,direcci_n,tel_fono,p_gina_web,correo_electr_nico,fuente_origen_del_dato,enlace_origen_del_dato,presta_de_tercero,portal_transaccional,nombre_de_la_prueba,descripci_n,documento_de_referencia,m_todo,fecha_de_actualizaci_n_de,acreditaci_n_vigente,equipos,tiempo_de_duraci_n_de_la
nit,890920400-1,Laboratorio Químico Analítico Ltda,Colombia,Antioquia,Medellín,Calle 49 B # 68 - 64,4448517,www.analquimicos.com,calidad@analquimicos.com,No Aplica,No Aplica,No Aplica,No Aplica,Boro soluble en agua,realizar un tratamiento de la muestra  la cual se lleva a un volumen determinado y posteriormente se determina cada elemento mediante la técnica de Espectrofotometría de absorción atómica.,No Aplica,"NTC 1369. Determinación de Boro, Calcio, Cobalto, Cobre, Hierro, Magnesio, Manganeso, Molibdeno, Niq",2023/04/22 00:02:40.000,0,No Aplica,1
nit,830111226-5,"CONSULTORIA, INVESTIGACION Y DIAGNOSTICO AGROPECUARIO - CIDAGRO S.A.S",Colombia,Bogotá D.C.,Bogotá D.C.,Calle 25 C # 74  35,(57)(1)5475230,www.cidagro.com,contabilidad@cidagro.com,No Aplica,No Aplica,No Aplica,No Aplica,Detección de anticuerpos frente al virus de la Rinotraqueitis infecciosa Bovina (BHV1) IDVET,"ID Screen® IBR gB Competition es un ensayo inmunoenzimático para detectar la presencia de anticuerpos frente a IBR/ IPV en suero o leche bovinos. Esta técnica inmunoenzimática ELISA detecta también las respuestas de anticuerpos inducidas por vacunas, las cuales contienen la glicoproteína B (gB) de BHV1",No Aplica,ID Screen® IBR gB Competition,2023/04/22 00:02:40.000,0,No Aplica,4
nit,890932535-7,Tecnimicro Laboratorio de Análisis S.A.S.,Colombia,Antioquia,Medellín,Carrera 42  # 10  37,4031100,www.tecnimicro.net,andres.restrepo@mxns.com,No Aplica,No Aplica,No Aplica,No Aplica,Detección de Salmonella spp.,Identificación microorganismos como Salmonella spp. presente en el producto analizado,No Aplica,AOAC 2013.01 Ed. 21 de 2019,2023/04/22 00:02:40.000,0,No Aplica,96
nit,830073174-7,BIOARA S.A.S.,Colombia,Cundinamarca,Guaduas,Kilometro 1 Guaduas-Villeta,2254219,www.bioarasa.com,gerenciacientificotecnica@bioarasa.com,No Aplica,No Aplica,No Aplica,No Aplica,DETERMINACION DE ANTICUERPOS PARA BRONQUITIS INFECCIOSA AVIAR (IBV)  MEDIANTE ELISA INDIRECTA EN SUERO,"Este análisis está diseñado para medir la concentración relativa de anticuerpos frente al virus IBV en suero de pollo. Placas de 96 pocillos tapizadas con antígeno viral se ponen en contacto con los anticuerpos específicos presentes en la muestra a analizar y después de la incubación, se forma un complejo con los antígenos virales. Después de eliminar por lavado el material no unido, se añade a los pocillos un conjugado que se une a los complejos de anticuerpos de pollo en los pocillos. El conjugado no unido se elimina por lavado, y se agrega a los pocillos un substrato enzimático, que permite evidenciar un cambio de color. El cambio de color resultante está directamente relacionado con la cantidad de anticuerpos anti-IBV presentes en la muestra",No Aplica,Inserto kit fabricante Idexx,2023/04/22 00:02:40.000,0,No Aplica,3
nit,830057983-1,TECMOL FARMACEUTICA SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 71 D # 6 D 59,5145821,www.tecmolfarmaceutica.com,tecmolfarmaceutica@yahoo.com,No Aplica,No Aplica,No Aplica,No Aplica,Prueba eficacia de preservantes,Determinar la  eficacia del preservante antimicrobiano a través del tiempo,No Aplica,Farmacopea vigente USP <51> Prueba de eficacia antimicrobiana,2023/04/22 00:02:40.000,0,No Aplica,1000
nit,900138420-9,MICROBIOLOGIA PHARMACEUTICA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 54  # 13  95 Oficina103,2358046,https://www.micropharm.com.co/,gerencia@micropharm.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Pseudomonas aeruginosa,La prueba permite evidenciar la contaminación  microbiológica de forma cualitativa (Ausencia/presencia) del microrganismo a evaluar.,No Aplica,Farmacopea vigente,2023/04/22 00:02:40.000,0,No Aplica,72
nit,900138420-9,MICROBIOLOGIA PHARMACEUTICA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 54  # 13  95 Oficina103,2358046,https://www.micropharm.com.co/,gerencia@micropharm.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Pseudomonas aeruginosa,La prueba permite evidenciar la contaminación  microbiológica de forma cualitativa (Ausencia/presencia) del microrganismo a evaluar.,No Aplica,Farmacopea vigente,2023/04/22 00:02:40.000,0,No Aplica,72
nit,900138420-9,MICROBIOLOGIA PHARMACEUTICA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 54  # 13  95 Oficina103,2358046,https://www.micropharm.com.co/,gerencia@micropharm.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Pseudomonas aeruginosa,La prueba permite evidenciar la contaminación  microbiológica de forma cualitativa (Ausencia/presencia) del microrganismo a evaluar.,No Aplica,Farmacopea vigente,2023/04/22 00:02:40.000,0,No Aplica,72
nit,900138420-9,MICROBIOLOGIA PHARMACEUTICA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 54  # 13  95 Oficina103,2358046,https://www.micropharm.com.co/,gerencia@micropharm.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Pseudomonas aeruginosa,La prueba permite evidenciar la contaminación  microbiológica de forma cualitativa (Ausencia/presencia) del microrganismo a evaluar.,No Aplica,Farmacopea vigente,2023/04/22 00:02:40.000,0,No Aplica,72
nit,900138420-9,MICROBIOLOGIA PHARMACEUTICA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 54  # 13  95 Oficina103,2358046,https://www.micropharm.com.co/,gerencia@micropharm.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Pseudomonas aeruginosa,La prueba permite evidenciar la contaminación  microbiológica de forma cualitativa (Ausencia/presencia) del microrganismo a evaluar.,No Aplica,Farmacopea vigente,2023/04/22 00:02:40.000,0,No Aplica,72
nit,800247233-2,Doctor Calderón Asistencia Técnica Agrícola Ltda.,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 20  # 87  81,6222687,http://drcalderonlabs.com/,controldecalidad@drcalderonlabs.com,No Aplica,No Aplica,No Aplica,No Aplica,Viscosidad,"En el método descrito se toma el tiempo que tarda el líquido en evacuar un recipiente así como el tiempo que tarda el agua en evacuar el mismo recipiente, de manera que se calcula la viscosidad dinámica del líquido teniendo como referencia  tanto la densidad como la viscosidad dinámica del agua. Debido a que la viscosidad dinámica y la densidad se ven  afectadas por la temperatura, las constantes correspondientes al agua deben ser aquellas correspondientes a la temperatura a la cual se está llevando a cabo el análisis del líquido en cuestión.",No Aplica,Método modificado de la NTC 558 Pinturas. Método de ensayo para viscosidad mediante copa Ford para v,2023/04/22 00:02:40.000,0,No Aplica,1
Escritura Pública,12178,Laboratorios Roy H. Anderson S.A. de C.V.,México,No Reporta,Celaya,Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010,+524616118107,http://laboratoriosanderson.com/,rgutierrez@laboratoriosanderson.com,No Aplica,No Aplica,No Aplica,No Aplica,Diuron,"Se emplea un solvente que sea afín al ingrediente activo para disolver la muestra y mediante cromatografía de líquidos de alta resolución (HPLC), se lleva a cabo una separación de los distintos componentes por interacciones fisicoquímicas, permitiendo la cuantificación del I.A. usando un estándar como material de referencia.",No Aplica,Método interno mpt-p-208,2023/04/22 00:02:40.000,1,No Aplica,2
nit,890103400-5,ALIMENTOS CONCENTRADOS DEL CARIBE S.A,Colombia,Atlántico,Soledad,Carrera 30  # 28 A 180,3212511403,No Reporta,lynnetc@acondesa.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Procedimiento determinación de fumonisina por método Neogen (Reveal Q+ Max – Raptor),"Las fumonisinas son una familia de micotoxinas producidas por distintas especies del hongo Fusarium. Estos hongos suelen infectar el maíz (en efecto, se consideran ubicuos en el maíz) y el arroz, por lo que es altamente probable encontrar fumonisinas en alimentos y piensos. Las fumonisinas afectan a varios animales de forma diferente y se han vinculado al cáncer de esófago en los seres humanos. La Agencia de Protección Ambiental estadounidense clasifica a las fumonisinas como carcinógenos de categoría II-B. Los caballos son sumamente sensibles a bajas cantidades de fumonisinas, que pueden causar leucoencefalomalacia (licuefacción del encéfalo). En cerdos, las investigaciones han indicado que las fumonisinas atacan el sistema cardiopulmonar y causan edema pulmonar, así como lesiones en el hígado y el páncreas.
El análisis s inmunocromatográfico de flujo lateral (LFD) en un solo paso, basado en un formato de inmunoanálisis competitivo. El extracto difunde por una zona de reactivo que contiene anticuerpos específicos contra fumonisinas conjugados con partículas de oro coloidal. Si hay fumonisinas presentes, estas son capturadas por el complejo partícula-anticuerpo. El complejo fumonisina-anticuerpo-partícula difunde a una membrana que contiene una zona de fumonisina conjugada con un portador proteínico. Esta zona captura los anticuerpos contra fumonisinas que no se hayan unido al complejo, permitiendo que las partículas se concentren y formen una línea visible. Conforme aumenta el nivel de fumonisinas en una muestra, las fumonisinas libres forman complejos con los anticuerpos-partículas de oro. Esto permite que menos anticuerpo-oro sea capturado en la zona de prueba. Por tanto, conforme aumenta la concentración de fumonisinas en la muestra, la densidad de la línea de prueba disminuye. Los algoritmos programados en los lectores convierten la densidad de las líneas en un resultado cuantitativo que se muestra en partes por millón (ppm). La membrana también contiene una zona de control donde un complejo inmunitario presente en la zona de reactivo es capturado por un anticuerpo, formando una línea visible. Siempre se forma la línea de control, sin importar la presencia de fumonisinas, asegurando que la tira funciona correctamente.",No Aplica,Método de detección de micotoxina Fumonosina RQS Reveal  Q+ MAX extracción acuosa (Neogen Producto 8,2023/04/22 00:02:40.000,0,No Aplica,3
nit,900195344-1,Marquimica S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 134 D # 52 A 26,6159504,No Reporta,marquimica.control@outlook.com,No Aplica,No Aplica,No Aplica,No Aplica,Contenido de solidos,Determinar el contenido de solidos presentes en la materia prima,No Aplica,Monografía Farmacopea vigente/Conforme la monografía del analito respectivo,2023/04/22 00:02:40.000,0,No Aplica,1
nit,890201213-4,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Colombia,Santander,Bucaramanga,Carrera 27 CALLE # 9   CAMPUSCENTRAL,6344000,www.uis.edu.co,labquimco@uis.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Fósforo total,"Cantidad de fósforo proveniente de todos los compuestos fosfatados, tanto orgánicos, presentes en el abono o fertilizante",No Aplica,NTC 5167,2023/04/22 00:02:40.000,0,No Aplica,3
nit,890201213-4,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Colombia,Santander,Bucaramanga,Carrera 27 CALLE # 9   CAMPUSCENTRAL,6344000,www.uis.edu.co,labquimco@uis.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Fósforo total,"Cantidad de fósforo proveniente de todos los compuestos fosfatados, tanto orgánicos, presentes en el abono o fertilizante",No Aplica,NTC 5167,2023/04/22 00:02:40.000,0,No Aplica,3
nit,800194600-3,Corporación Colombiana de Investigación Agropecuaria AGROSAVIA,Colombia,Cundinamarca,Mosquera,Carrera 13 A # 28  38 Oficina218,4227300,https://www.agrosavia.co/,atencionalcliente@agrosavia.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de humedad en Alimentos para Animales,"Este método se basa en el secado de la muestra en dos etapas: un secado parcial a baja temperatura (60 °C) por un tiempo determinado, y un secado residual a una temperatura de 103 °C por un tiempo determinado. La humedad se determina gravimétricamente después del secado.",No Aplica,ISO 6496:2009 y NTC 4888:2000,2023/04/22 00:02:40.000,1,No Aplica,6
nit,800194600-3,Corporación Colombiana de Investigación Agropecuaria AGROSAVIA,Colombia,Cundinamarca,Mosquera,Carrera 13 A # 28  38 Oficina218,4227300,https://www.agrosavia.co/,atencionalcliente@agrosavia.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de humedad en Alimentos para Animales,"Este método se basa en el secado de la muestra en dos etapas: un secado parcial a baja temperatura (60 °C) por un tiempo determinado, y un secado residual a una temperatura de 103 °C por un tiempo determinado. La humedad se determina gravimétricamente después del secado.",No Aplica,ISO 6496:2009 y NTC 4888:2000,2023/04/22 00:02:40.000,1,No Aplica,6
nit,800194600-3,Corporación Colombiana de Investigación Agropecuaria AGROSAVIA,Colombia,Cundinamarca,Mosquera,Carrera 13 A # 28  38 Oficina218,4227300,https://www.agrosavia.co/,atencionalcliente@agrosavia.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de humedad en Alimentos para Animales,"Este método se basa en el secado de la muestra en dos etapas: un secado parcial a baja temperatura (60 °C) por un tiempo determinado, y un secado residual a una temperatura de 103 °C por un tiempo determinado. La humedad se determina gravimétricamente después del secado.",No Aplica,ISO 6496:2009 y NTC 4888:2000,2023/04/22 00:02:40.000,1,No Aplica,6
nit,900215920-1,CORPORACIÓN PATOLOGÍA VETERINARIA CORPAVET,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 25 A # 38 A 16,6012695730,WWW.CORPAVER.COM,paola.barato@corpavet.com,No Aplica,No Aplica,No Aplica,No Aplica,Detección molecular de Aeromonas hydrophila,"Describir la metodología estandarizada para detectar ADN de Aeromonas hydrophila por medio de reacción de cadena de la polimerasa, PCR (por sus siglas en inglés), en extracciones de ADN de muestras procesadas y obtenidas en el Laboratorio de Biología Molecular según el instructivo I – 07 Extracción de ADN.",No Aplica,"Pangala et al., 2007",2023/04/22 00:02:40.000,0,No Aplica,4
nit,891301549-6,NUTRIAVICOLA SA,Colombia,Valle del Cauca,Cali,Calle 64 NORTE # 5 BN 146 LOCAL10,4852945,https://huevosoro.com/,laboratoriona@nutriavicola.com,No Aplica,No Aplica,No Aplica,No Aplica,"Procedimiento Detección y Cuantificación de Anticuerpos Específicos, frente al Pneumovirus","Durante la incubación inicial de la muestra, los anticuerpos específicos se unen al antígeno adsorbido a pocillo quedando retenidos en el mismo durante el proceso de lavado. A continuación, se añade una solución de conjugado que se une a los anticuerpos de pollo retenidos en el pozo para posteriormente lavar exceso de conjugado que no haya quedado retenido. Se añade un sustrato cromogénico específico de la peroxidasa, la aparición de un color en cada pozo es proporcional a la cantidad de anticuerpos específicos de Pneumovirus presentes en la muestra.",No Aplica,Inserto HIPRA,2023/04/22 00:02:40.000,0,No Aplica,6
RUC,80078411-1,Desarrollo Farmaceutico SA,Paraguay,No Reporta,central,Calle 1111 ranchoocho #  esquinanaciones unidas,+595213289765,www.desarrollofarmaceutico.com,desfarmaparaguay@gmail.com,No Aplica,No Aplica,No Aplica,No Aplica,Estabilidad Para Solidos no esteriles,"Determinacion de los parametros fisico-quimicos y microbiologicos, que indiquen que los resultados cumplen los requisitos establecidos, y que el producto aprueba la estabilidad solictada",No Aplica,sere acorde a cada analito a determinar,2023/04/22 00:02:40.000,0,No Aplica,12
nit,800247233-2,Doctor Calderón Asistencia Técnica Agrícola Ltda.,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 20  # 87  81,6222687,http://drcalderonlabs.com/,controldecalidad@drcalderonlabs.com,No Aplica,No Aplica,No Aplica,No Aplica,Cobre total,"Absorción Atómica por llama de aire-acetileno.
Se realiza el ataque de la muestra con una combinación de Ácido Nítrico y Ácido Perclórico  ó HCl y se realiza la lectura por medio  del espectrofotómetro de absorción atómica, ajustando los parámetros de operación correspondientes y calibrando los controles del instrumento a los sugeridos por el manual.",No Aplica,"Método modificado de la NTC 1369 Fertilizantes. Determinación de Zinc, cobre, hierro, manganeso, cal",2023/04/22 00:02:40.000,0,No Aplica,4
nit,830005407-8,ANÁLISIS QUÍMICO Y MICROBIOLÓGICO AQM S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 65 A # 18 A 23,4848800,AQM.COM.CO,calidad@aqm.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Prueba de Esterilidad,"Esta prueba se realiza por método de inoculación directa y por el método de filtración de membrana. Consiste en realizar la filtración de una porción representativa del producto, materia prima, envases en los medios de cultivo caldo ST y caldo Tioglicolato, para el caso de filtración se realizan lavados con líquidos de acuerdo a la característica de la muestra (Liquido A, D y K) para el caso de siembra directa se coloca la muestra en ambos medios de manera directa. Se incuba el caldo ST A 22,5°C +/- 2.5°C por 14 días y el caldo Tioglicolato a 32,5°C +/- 2.5°C por 14 días, para siembras directas en algunos casos se realiza pases a las 14 días e incubación del pase por 4 días más para confirmación de resultado para el caso del producto que genere algún cambio de los desde el inicio de la prueba. Se realizan controles negativos y positivos de los medios. Pasado el tiempo de incubación se reporta resultados teniendo en cuenta turbidez o no turbidez de los medios.",No Aplica,Farmacopea vigente y/o Especificaciones clientes y/o Certificado proveedor,2023/04/22 00:02:40.000,0,No Aplica,120
nit,900069721-4,agroambiente2015eat,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 79 b # 70 D 38 bonanza,6013004181,http://agroambienteeat.com/,administracion@agroambienteeat.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Actividad cualitativa de degradación de la celulosa,"-	Seguir el instructivo Preparación de diluciones IN-GT-017.
-	Preparar  las diluciones: 10-1, 10-2, 10-3.
-	Marcar las cajas de Agar CMC, por duplicado con los datos del recuento.
-	Pipetear 0,1ml de las diluciones del ejemplo por duplicado para el análisis en las cajas de Petri de Agar  CMC.
-	Homogenizar la muestra con el rastrillo en cada caja, en el orden de dilución más diluida a la más concentrada. 
-	Envolver en vinipell las cajas de petri.
-	Incubar las cajas de Agar CMC, a 28°C (+/-2°C) por 48 horas.
-	Observar y reportar el crecimiento de microorganismos degradadores de la celulosa y la presencia de zona de transparencia alrededor de las colonias.",No Aplica,Determinación de Actividad cualitativa de degradación de la celulosa,2023/04/22 00:02:40.000,0,No Aplica,48
Escritura Pública,12178,Laboratorios Roy H. Anderson S.A. de C.V.,México,No Reporta,Celaya,Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010,+524616118107,http://laboratoriosanderson.com/,rgutierrez@laboratoriosanderson.com,No Aplica,No Aplica,No Aplica,No Aplica,flumioxazin,"Se emplea un solvente que sea afín al ingrediente activo para disolver la muestra y mediante cromatografía de líquidos de alta resolución (HPLC), se lleva a cabo una separación de los distintos componentes por interacciones fisicoquímicas, permitiendo la",No Aplica,HPLC basado en CIPAC 578 Handbook O,2023/04/22 00:02:40.000,1,No Aplica,4
Escritura Pública,12178,Laboratorios Roy H. Anderson S.A. de C.V.,México,No Reporta,Celaya,Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010,+524616118107,http://laboratoriosanderson.com/,rgutierrez@laboratoriosanderson.com,No Aplica,No Aplica,No Aplica,No Aplica,flumioxazin,"Se emplea un solvente que sea afín al ingrediente activo para disolver la muestra y mediante cromatografía de líquidos de alta resolución (HPLC), se lleva a cabo una separación de los distintos componentes por interacciones fisicoquímicas, permitiendo la",No Aplica,HPLC basado en CIPAC 578 Handbook O,2023/04/22 00:02:40.000,1,No Aplica,4
nit,800034586-2,CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL,Colombia,Valle del Cauca,Palmira,KM 17 RECTA CALI - PALMIRA,6024450117,https://alliancebioversityciat.org,jesus.quintana@cgiar.org,No Aplica,No Aplica,No Aplica,No Aplica,Detección de bacterias de interés cuarentenario en fríjol y forrajes tropicales.,"Para la evaluación de bacterias se resuspenden 70 semillas por accesión en solución salina fisiológica estéril al 0.85% en bolsas estériles especiales para muestreo, se hace una dilución 1/10 por muestra con solución salina. De esta dilución se vierten 100 µl en cada una de las cajas petri con los diferentes medios de cultivo selectivos para el diagnóstico bacteriano (Medios: MXP, King B, YDC, NBY). Se incuban 48 horas a 26°C y se procede a realizar la identificación y diferenciación visual a partir de las características morfológicas de las colonias de acuerdo a los diferentes medios utilizados.  Sólo con las colonias que presenten las características descritas se complementa la identificación usando pruebas específicas para cada uno de los géneros de bacterias.",No Aplica,Plateo en medios generales y medios selectivos,2023/04/22 00:02:40.000,0,No Aplica,120
nit,830073174-7,BIOARA S.A.S.,Colombia,Cundinamarca,Guaduas,Kilometro 1 Guaduas-Villeta,2254219,www.bioarasa.com,gerenciacientificotecnica@bioarasa.com,No Aplica,No Aplica,No Aplica,No Aplica,DETERMINACION DE ANTICUERPOS FRENTE AL PNEUMOVIRUS AVIAR (aMPV) MEDIANTE ELISA INDIRECTA EN SUERO,"Esta prueba está diseñada para medir los niveles relativos de anticuerpos frente al aMPV en suero de pollo y pavo. La técnica se realiza en placas de 96 pozos tapizadas con antígeno viral. Los anticuerpos específicos frente al aMPV presentes en la muestra, se fijan a la placa formando un complejo con los antígenos virales. Las fracciones no fijadas se eliminan mediante lavado y se añade un conjugado que se unirá a los anticuerpos presentes. El conjugado no unido se elimina mediante lavado, y se agrega a los pozos un substrato enzimático. El cambio de color resultante está directamente relacionado con la cantidad de anticuerpos aMPV presentes en la muestra.",No Aplica,Inserto fabricante Idexx,2023/04/22 00:02:40.000,0,No Aplica,3
nit,860015542-6,Universidad de la Salle,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 5  # 59 a 44,3488000,No Reporta,iso17025@lasalle.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Vitamina E(α-Tocoferol).,La muestra es saponificada en una solución etanólica de hidróxido de potasio y la vitamina E es extraída con éter de petróleo.  El solvente es removido por evaporación y el residuo es disuelto en metanol. El contenido de vitamina E es determinado por fase reversa usando el detector de arreglo de diodos o detector de fluorescencia según disponibilidad del laboratorio.,No Aplica,Official Journal of the European Union.(2009). REGLAMENTO (CE) No.152/2009,2023/04/22 00:02:40.000,0,No Aplica,8
nit,801004045-5,DON POLLO S.A.S,Colombia,Quindío,Armenia,"Kilómetro 7 antiguaVía al Valle, la Y Calarcá, Quíndio #",3207924280,www.donpollo.com.co,aux.general@grupodonpollo.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Detección de Salmonella spp,"Procedimiento que aplica para el aislamiento y la detección de Salmonella, para diagnóstico veterinario en matrices de origen biológico: hisopos, Tejidos, Camas, Huevos fértiles siendo una descripción del método empleado por el ICA ICA-GSA-MA-LNDV-B-010.
Preparación de la muestra y preenriquecimiento no selectivo: Las muestras se acondicionan según su naturaleza, antes de pre-enriquecer cada muestra se siembra directamente en un agar de mediana selectividad como XLD, Hektoen o Salmonella-Shigella y en un agar de alta selectividad como XLT4 y se incuban a 36± 1°C durante 18±6 h y se procede a sembrar la muestra en agua peptonada 
Preenriquecimiento selectivo y siembra:  se siembra 1 mL del agua peptonada en caldo selenito cystina y se incuba de nuevo, adicionalmente se siembra 0.1 mL del agua peptonada en caldo RVS; de los preenriquecimientos selectivos se siembra la muestra en agar XLD y otro agar como MacConkey, SS, Hektoen, etc
Finalmente se realizan pruebas bioquímicas y serológicas de aglutinación para confirmación",No Aplica,ICA-GSA-MA-LNDV-B-010.,2023/04/22 00:02:40.000,0,No Aplica,72
nit,830052939-4,Agrilab Laboratorios SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 79 B # 70 - 16,5717454697,https://agrilab.com.co/,subgerencia@agrilab.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Selenio,Basado en ISO 20280,No Aplica,Basado en ISO 20280,2023/04/22 00:02:40.000,0,No Aplica,6
nit,800002784-7,LABORATORIOS VETERLAND LTDA,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 19 B # 168  16,6789851,www.laboratoriosveterland.com,produccion@laboratoriosveterland.com,No Aplica,No Aplica,No Aplica,No Aplica,IDENTIFICACION,IDENTIFICACION DE  MP,No Aplica,USP VIGENTE,2023/04/22 00:02:40.000,0,No Aplica,1
nit,800240712-7,servet sas,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 5 B # 68 F 29 CASA,2621826,https://www.servetlaboratorio.com/,gerente@servetlab.com,No Aplica,No Aplica,No Aplica,No Aplica,Detección de Anticuerpos  Contra el Virus de la Enfermedad de Gumboro (IBD) por la técnica de ELISA,"La prueba para la detección de anticuerpos contra el virus de la bursitis infecciosa (IBD, por sus siglas en inglés) medirá la cantidad de anticuerpos contra la IBD en el suero de pollos. Las placas de micro-titulación se han recubierto previamente con antígeno de IBD inactivado. Se diluyen las muestras de suero de pollo y se agregan a los pocillos de micro-titulación, donde los anticuerpos contra la IBD presentes se unirán y formaran un complejo antígeno-anticuerpo",No Aplica,Inserto kit para detección de anticuerpos contra el Virus de la Enfermedad de Gumboro (IBD),2023/04/22 00:02:40.000,0,No Aplica,2
nit,830071604-3,SYGLA COLOMBIA LTDA,Colombia,Cundinamarca,Soacha,Carrera 3  # 56 - 64 ZONAINDUSTRIAL CAZUCA - SOACHA,7431949,www.syglacol.co,grengifo@syglacol.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinacion de ingrediente activo de Carbendazim,"La  muestra  en  solución,  se  analiza  por    cromatografía    HPLC en  fase  reversa    y utilizando  detector  UV-VIS.  La  cuantificación  se  realiza  utilizando  el  método  del  estándar  externo y  a  una longitud de onda de 280 nm.",No Aplica,Documento referenciaRhone-Poulenc  Agrochimie  Method  C-759-07-94  (E)  CARBENDAZIME-IPRODIONE;,2023/04/22 00:02:40.000,0,No Aplica,2
nit,901293333-2,Sineria Colombia S.A.S.,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 72  # 5  83 Oficina401,+31(0)432041124,No Reporta,admin@sineria.com,No Aplica,No Aplica,No Aplica,No Aplica,Análisis de contenido de Osthole,Identificación y cuantificación de Osthole en formulaciones de plaguicidas; estado final de síntesis; preparación de la muestra y corrida cromatográfica.,No Aplica,Método interno,2023/04/22 00:02:40.000,1,No Aplica,1
nit,860001942-8,Bayer S.A,Colombia,Bogotá D.C.,Bogotá D.C.,Avenida 9  # 57  52,3185358936,No Reporta,carlosaurel.patino@bayer.com,No Aplica,No Aplica,No Aplica,No Aplica,Analisis de  parámetros fisicoquímicos (Capacidad reguladora (acida y básica) en Liquidos ),Medición de propiedades fisicoquímicos en formulaciones de plaguicidas,No Aplica,BCSTAC097,2023/04/22 00:02:40.000,0,No Aplica,1
nit,900119338-1,Laboratorio Tecnianalisis S.A.S:,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 73  # 20  81,(57)3118095666,www.tecnianalisis.com,luribe@tecnianalisis.com,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de Nitrógeno Total ( Amoniacal, Nítrico, Orgánico y Ureíco) en Abonos o Fertilizantes.","Se convierte el nitrógeno presente en sulfato de amonio, se libera el amonio por destilación y se titula el exceso de ácido.",No Aplica,NTC 370. Abonos o Fertilizantes. Determinación de Nitrógeno Total.,2023/04/22 00:02:40.000,0,No Aplica,6
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Identificación molecular de hongos pertenecientes a la especie Penicillium pinophilum y Penicillium janthinellum. Método: Biología molecular mediante la amplificación del gen ITS1 e ITS4.,"Identificación de Hongos  mediante la secuenciación de fragmentos de ADN ITS1 e ITS4, amplificados por PCR y secuenciados.72",No Aplica,Identificación de Hongos  mediante la secuenciación de fragmentos de ADN ITS1 e ITS4,2023/04/22 00:02:40.000,0,No Aplica,72
